dip,Género,Provincia,Ciudad,Colegio,Administración del Colegio,Edad
6804282,MASCULINO,MURILLO,LA PAZ,6 DE JUNIO,FISCAL,31
6804315,MASCULINO,MURILLO,LA PAZ,AVE MARIA,PRIVADA,30
6804711,MASCULINO,MURILLO,LA PAZ,PUERTO DE MEJILLONES,FISCAL,34
6804721,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6805231,MASCULINO,MURILLO,LA PAZ,EUFRASIEUFRASIO IBANEZ RIVERO,FISCAL,37
6805784,MASCULINO,MURILLO,EL ALTO,WALTER ALPIRE DURAN,FISCAL,39
6805843,MASCULINO,MURILLO,EL ALTO,HEROES DEL PACAAFICO,FISCAL,39
6805924,FEMENINO,MURILLO,LA PAZ,COSMOS 79,FISCAL,33
6806209,MASCULINO,MURILLO,LA PAZ,SAN SIMON DE AYACUCHO,FISCAL,41
6806428,MASCULINO,MURILLO,LA PAZ,ANTONIO DIAZ VILLAMIL,FISCAL,32
6807468,MASCULINO,MURILLO,LA PAZ,FELIZ REYES ORTIZ,FISCAL,36
6807495,MASCULINO,MURILLO,LA PAZ,ANTONIO DIAS VILLAMIL A,FISCAL,30
6807807,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6807933,FEMENINO,MURILLO,EL ALTO,UNIDAD EDUCATIVA CALAMA,FISCAL,39
6808168,MASCULINO,MURILLO,LA PAZ,SIMON BOLIVAR,FISCAL,37
6808267,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6808341,MASCULINO,MURILLO,LA PAZ,SAGRADOS CORAZONES,CONVENIO,36
6808502,FEMENINO,OTRO,ORURO,U.E. 5 DE MAYO,FISCAL,34
6808745,MASCULINO,MURILLO,EL ALTO,ADOLFO KOLPING,PRIVADA,35
6809043,MASCULINO,MURILLO,LA PAZ,"UNIDAD EDUCATIVA GERMAN BUSCH ""B""",FISCAL,30
6809052,MASCULINO,MURILLO,LA PAZ,PRAAAANCIPE DE PAZ,PRIVADA,36
6809135,NO RESPONDE,MURILLO,LA PAZ,LICEO VENEZUELA,FISCAL,31
6809996,MASCULINO,MURILLO,LA PAZ,LA SALLE,CONVENIO,32
6810267,FEMENINO,MURILLO,EL ALTO,BOLIVAR MUNICIPAL,CONVENIO,31
6810280,FEMENINO,MURILLO,LA PAZ,SAGRADOS CORAZONES,PRIVADA,37
6810387,MASCULINO,FRANZ TAMAYO,APOLO,SANTA BARBARA,FISCAL,36
6811070,MASCULINO,MURILLO,LA PAZ,SANTA ANA,PRIVADA,29
6811080,MASCULINO,MURILLO,LA PAZ,BOLIVIANO NORUEGO,PRIVADA,37
6811210,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6811661,MASCULINO,MURILLO,LA PAZ,JESUS DE NAZARETH,PRIVADA,33
6811835,MASCULINO,MURILLO,LA PAZ,MANUEL VICENTE BALLIVIAN,FISCAL,41
6812028,MASCULINO,OTRO,ORURO,CLUB DE LEONES,PRIVADA,37
6812337,MASCULINO,MURILLO,LA PAZ,VIDA NUEVA,PRIVADA,33
6813001,MASCULINO,MURILLO,LA PAZ,LA SALLE,CONVENIO,35
6813430,MASCULINO,MURILLO,LA PAZ,DON BOSCO,CONVENIO,31
6813515,MASCULINO,MURILLO,LA PAZ,NACIONAL,FISCAL,37
6813634,MASCULINO,MURILLO,LA PAZ,LICRO MILITAR TTE. EDMUNDO ANDRADE,PRIVADA,33
6813688,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,37
6813932,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6813947,MASCULINO,MURILLO,LA PAZ,ELISA DE BALLIVIAN,CONVENIO,34
6814290,MASCULINO,MURILLO,LA PAZ,ESTEBAN BERTOLUSSO,PRIVADA,34
6814353,FEMENINO,MURILLO,EL ALTO,SAN LUIS DE GONZAGA,PRIVADA,28
6814502,MASCULINO,MURILLO,LA PAZ,DOMINGO SAVIO,CONVENIO,33
6814538,MASCULINO,MURILLO,LA PAZ,IV CENTENARIO,FISCAL,32
6814692,FEMENINO,MURILLO,LA PAZ,DON BOSCO,FISCAL,35
6814772,MASCULINO,MURILLO,LA PAZ,LA SALLE,FISCAL,35
6814784,FEMENINO,MURILLO,LA PAZ,REPAAOBLICA DE FRANCIA,FISCAL,36
6815000,FEMENINO,MURILLO,LA PAZ,FRAY BERNARDINO DE CARDENAS,PRIVADA,34
6815056,MASCULINO,MURILLO,LA PAZ,GUALBERTO VILLARROEL,FISCAL,16
6815087,MASCULINO,OMASUYOS,ANCORAIMES,ANCORAIMES,FISCAL,36
6815172,FEMENINO,MURILLO,LA PAZ,LICEO LA PAZ,FISCAL,31
6815257,FEMENINO,MURILLO,EL ALTO,UNIDAD EDUCATIVA VILLA ALEMANIA,CONVENIO,35
6815305,MASCULINO,MURILLO,EL ALTO,UNIDAD EDUCATIVA NOCTURNO BRASILIA,FISCAL,37
6815511,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6815614,FEMENINO,MURILLO,LA PAZ,SAINT GERMAIN,PRIVADA,37
6815838,MASCULINO,MURILLO,EL ALTO,VILLA JULIANA,FISCAL,36
6815847,MASCULINO,MURILLO,LA PAZ,U.E. AMERICANO OBRAJES,PRIVADA,32
6815896,MASCULINO,MURILLO,LA PAZ,MARIEN GARTEN,CONVENIO,35
6816001,MASCULINO,MURILLO,LA PAZ,DORA SCHMIDT,FISCAL,37
6816189,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6816287,MASCULINO,MURILLO,LA PAZ,RENE ZAMMORA,FISCAL,37
6816948,MASCULINO,MURILLO,LA PAZ,HORIZONTES,FISCAL,34
6817013,MASCULINO,OTRO,TARIJA,CNL. ROBERTO PABON,FISCAL,31
6817083,MASCULINO,MURILLO,LA PAZ,JESUS OBRERO FE Y ALEGRIA,CONVENIO,37
6817144,MASCULINO,MURILLO,LA PAZ,JESUS OBRERO,FISCAL,36
6817691,MASCULINO,MURILLO,LA PAZ,EMMA CANADAY,PRIVADA,39
6818216,FEMENINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,33
6819614,MASCULINO,MURILLO,LA PAZ,BERTOLUSSO,PRIVADA,38
6820040,MASCULINO,MURILLO,LA PAZ,COLEGIO NACIONAL MIXTO HUATAJATA,FISCAL,34
6820960,MASCULINO,MURILLO,LA PAZ,C.E.A VIACHA,FISCAL,36
6821354,FEMENINO,MURILLO,LA PAZ,SANTA ROSA,FISCAL,39
6821583,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,33
6821706,MASCULINO,MURILLO,LA PAZ,DON BOSCO,PRIVADA,36
6822171,FEMENINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA VIDA Y VERDAD,PRIVADA,35
6822668,MASCULINO,MURILLO,LA PAZ,"GERMAN BUSCH ""A""",FISCAL,32
6822713,FEMENINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,CONVENIO,31
6823942,MASCULINO,MURILLO,LA PAZ,VILLA EL CARMEN,FISCAL,38
6823974,MASCULINO,ANTONIO QUIJARRO,UYUNI,INST. TEC. PUERTO DE MEJILLLONES,FISCAL,37
6824119,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6824833,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6824975,MASCULINO,MURILLO,EL ALTO,HEROES DEL PACIFICO,FISCAL,38
6825000,FEMENINO,MURILLO,LA PAZ,VIDA NUEVA,CONVENIO,29
6825364,MASCULINO,MURILLO,LA PAZ,AVE MARIA,PRIVADA,35
6825943,MASCULINO,MURILLO,LA PAZ,BOLIVIANO ALEMAN,PRIVADA,36
6826348,MASCULINO,CARANAVI,CARANAVI,GUERRILEROS LANZA,CONVENIO,38
6826383,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6826411,MASCULINO,MURILLO,LA PAZ,NUESTRA SENORA DE LA PAZ II,FISCAL,32
6826481,MASCULINO,MURILLO,LA PAZ,MARISCAL ANDRES DE SANTA CRUZ,FISCAL,37
6826493,MASCULINO,MURILLO,LA PAZ,MARCELO QUIROGA SANTA CRUZ,FISCAL,38
6826620,FEMENINO,MURILLO,LA PAZ,ESCUELA INDUSTRIAL SUPERIOR PEDRO DOMINGO MURILLO,PRIVADA,36
6826703,MASCULINO,LOAYZA,LA PAZ,CLUD DE LEONES MIRAFLORES NUESTRA SENORA DE FATIMA,PRIVADA,36
6826805,FEMENINO,MURILLO,LA PAZ,SAN PEDRO POVEDA,CONVENIO,36
6826999,FEMENINO,MURILLO,LA PAZ,PATER NOSTER,PRIVADA,33
6827039,MASCULINO,MURILLO,EL ALTO,URBANO,FISCAL,39
6827333,MASCULINO,MURILLO,EL ALTO,ILLIMANI,FISCAL,39
6827357,MASCULINO,MURILLO,LA PAZ,SAN PEDRO POVEDA,FISCAL,35
6827399,MASCULINO,INGAVI,LA PAZ,NEPTAL VIRIS,FISCAL,37
6827630,FEMENINO,MURILLO,LA PAZ,MANUEL VICENTE BALLIVIAN,FISCAL,40
6827941,MASCULINO,MURILLO,LA PAZ,CLAUDIO SANJINES,FISCAL,31
6827957,FEMENINO,MURILLO,LA PAZ,REVERENDO PADRE WALTER STRUB,FISCAL,36
6828110,MASCULINO,MURILLO,LA PAZ,DR.MARTIN CARDENAS,FISCAL,37
6828149,NO RESPONDE,MURILLO,LA PAZ,FRANZ TAMAYO,FISCAL,37
6828647,MASCULINO,MURILLO,LA PAZ,NUESTRA SRA. DE FATIMA,PRIVADA,37
6828783,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6828819,MASCULINO,MURILLO,LA PAZ,FRAY BERNARDINO DE CARDENAS,PRIVADA,37
6829133,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6830007,FEMENINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,CONVENIO,35
6830015,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,39
6830018,MASCULINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,CONVENIO,29
6830287,MASCULINO,MURILLO,LA PAZ,COMUNIDAD EDUCATIVA MARIEN GARTEN,CONVENIO,34
6830871,MASCULINO,MURILLO,LA PAZ,HEROES DEL PACIFICO,FISCAL,29
6831069,MASCULINO,MURILLO,EL ALTO,SAN JUAN,FISCAL,37
6831121,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6831548,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6831593,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,34
6831916,MASCULINO,MURILLO,LA PAZ,DON BOSCO,PRIVADA,29
6832499,MASCULINO,MURILLO,LA PAZ,U.E.25 DE JULIO,FISCAL,32
6832507,MASCULINO,MURILLO,LA PAZ,MARIA IMACULADA,PRIVADA,36
6832648,MASCULINO,MURILLO,LA PAZ,"DON BOSCO ""EL PRADO""",CONVENIO,28
6832682,MASCULINO,MURILLO,LA PAZ,MARISCAL ANDRES DE SANTA CRUZ,FISCAL,34
6832785,MASCULINO,MURILLO,LA PAZ,ANGLO AMERICANO,PRIVADA,32
6832935,MASCULINO,MURILLO,LA PAZ,SIMON BOLIVAR,FISCAL,32
6832955,MASCULINO,MURILLO,LA PAZ,MANUEL VICENTE BALLIVIAN,FISCAL,35
6833109,MASCULINO,MURILLO,LA PAZ,DON BOSCO,PRIVADA,37
6833240,MASCULINO,MURILLO,LA PAZ,SAN ANTONIO,PRIVADA,37
6834203,MASCULINO,MURILLO,LA PAZ,CLAUDIO SAN JINEZ,FISCAL,35
6834465,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,31
6834520,FEMENINO,INGAVI,VIACHA,JOSE BALLIVIAN,FISCAL,35
6834537,FEMENINO,MURILLO,LA PAZ,MARIA AUXILIADORA,PRIVADA,33
6835128,MASCULINO,MURILLO,LA PAZ,FRANZ TAMAYO,FISCAL,38
6835250,NO RESPONDE,MURILLO,LA PAZ,I.A.L.A.,PRIVADA,34
6835411,FEMENINO,MURILLO,LA PAZ,DON BOSCO CENTRAL,PRIVADA,34
6835428,FEMENINO,MURILLO,LA PAZ,MARIA AUXILIADORA,PRIVADA,32
6835533,MASCULINO,MURILLO,LA PAZ,CENTRO EDUCATIVO,PRIVADA,37
6835848,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6835967,FEMENINO,MURILLO,LA PAZ,"""HN""O. PACIFICO FELETTI",FISCAL,30
6836122,FEMENINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,34
6836631,FEMENINO,INGAVI,LA PAZ,U.E. JOSE CARRASCO,FISCAL,39
6836780,MASCULINO,MURILLO,LA PAZ,SAN FRANCISCO T.O.,PRIVADA,29
6836794,MASCULINO,MURILLO,LA PAZ,BOLIVIA,FISCAL,37
6837251,FEMENINO,MURILLO,LA PAZ,HUGO DAVILA A,FISCAL,32
6837319,MASCULINO,MURILLO,LA PAZ,INSTITUTO DOMINGO SAVIO,PRIVADA,29
6837441,MASCULINO,MURILLO,LA PAZ,HOLANDES,FISCAL,33
6837690,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6837846,MASCULINO,MURILLO,LA PAZ,RICARDO JOSE BUSTAMANTE,FISCAL,34
6837850,FEMENINO,MURILLO,LA PAZ,AVE MARIA,PRIVADA,34
6837928,FEMENINO,MURILLO,LA PAZ,INSTITUTO TAACNICO AYACUCHO,FISCAL,38
6838003,FEMENINO,MURILLO,LA PAZ,SAN FRAMCISCO DE TOF,OTRO,31
6838031,MASCULINO,MURILLO,EL ALTO,PUERTO DE ROSARIO,FISCAL,34
6838081,MASCULINO,MURILLO,LA PAZ,ADRIAN CASTILLO NAVA,FISCAL,33
6838249,FEMENINO,MURILLO,LA PAZ,AVE MARIA,PRIVADA,33
6838314,MASCULINO,MURILLO,LA PAZ,JERUSALEM,PRIVADA,32
6838612,MASCULINO,MURILLO,EL ALTO,EUFRASIEUFRASIO IBANEZ RIVERO,FISCAL,32
6838626,FEMENINO,MURILLO,LA PAZ,LICEO LA PAZ,FISCAL,38
6838737,MASCULINO,MURILLO,LA PAZ,YUGOSLAVIA B,FISCAL,35
6838764,FEMENINO,MURILLO,LA PAZ,DORA SCHMIDT,FISCAL,30
6838860,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6839033,MASCULINO,MURILLO,LA PAZ,DOMINGO SAVIO,CONVENIO,32
6839077,FEMENINO,MURILLO,LA PAZ,LA SALLE,PRIVADA,30
6840020,MASCULINO,INQUISIVI,INQUISIVI,UNIDAD EDUCATIVA LAS DELICIAS,FISCAL,38
6840406,FEMENINO,MURILLO,LA PAZ,VIRGEN DE COPACABANA,PRIVADA,30
6840864,FEMENINO,MURILLO,LA PAZ,U.E. MANUEL VICENTE BALLIVIAN,FISCAL,37
6841520,MASCULINO,MURILLO,LA PAZ,DON BOSCO,CEMA,37
6841608,FEMENINO,MURILLO,LA PAZ,CEA DANIEL SANCHEZ BUSTAMANTE,FISCAL,36
6841637,MASCULINO,MURILLO,LA PAZ,SAN JOSE,PRIVADA,38
6842156,MASCULINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,33
6842162,FEMENINO,MURILLO,LA PAZ,LICEO LA PAZ,FISCAL,37
6842179,MASCULINO,MURILLO,LA PAZ,ESCUELA INDUSTRIAL SUPERIOR,FISCAL,34
6842223,MASCULINO,MURILLO,LA PAZ,NO SE SABE,FISCAL,34
6842626,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,PRIVADA,31
6842648,MASCULINO,MURILLO,LA PAZ,SAGRADA FAMILIA,CONVENIO,39
6842803,MASCULINO,MURILLO,LA PAZ,KARL ALEXANDER,PRIVADA,38
6843067,FEMENINO,INQUISIVI,COLQUIRI,JUAN PABLO II,FISCAL,39
6843398,MASCULINO,OMASUYOS,LA PAZ,JUAN CARLOS FLORES BEDREGAL,FISCAL,38
6843536,MASCULINO,MURILLO,LA PAZ,JESUS OBRERO,FISCAL,38
6843538,FEMENINO,SUD YUNGAS,LA PAZ,MIGUEL MERCADO ENSINAS,FISCAL,39
6843687,FEMENINO,INGAVI,LA PAZ,BETHEL,FISCAL,38
6843899,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6844027,NO RESPONDE,MURILLO,LA PAZ,UNIDAD EDUCATIVA HOLANDA,FISCAL,37
6844110,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6844136,MASCULINO,MURILLO,LA PAZ,COL. NAL. ANTONIO DIAZ VILLAMIL,FISCAL,37
6844191,MASCULINO,OTRO,ORURO,EDUARDO AVAROA,FISCAL,36
6844234,MASCULINO,MURILLO,EL ALTO,WALTER ALPIRE DURAN,FISCAL,35
6844266,MASCULINO,MURILLO,LA PAZ,DON BOSCO DE PAMPAHASI,CONVENIO,30
6844276,MASCULINO,MURILLO,LA PAZ,U. E. AMOR DE DIOS,FISCAL,32
6844344,FEMENINO,MURILLO,LA PAZ,SANTIAGO PRIMERO,FISCAL,37
6844443,MASCULINO,MURILLO,LA PAZ,VESPERTINO RENA ZAMORA,FISCAL,36
6844461,MASCULINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,29
6844542,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,33
6844882,MASCULINO,MURILLO,LA PAZ,AVE MARIA,PRIVADA,34
6844914,MASCULINO,MURILLO,LA PAZ,U. E. ENRIQUE LINDEMANN-B,FISCAL,35
6844951,MASCULINO,MURILLO,LA PAZ,PUERTO DE MEJILLONES,FISCAL,32
6844953,FEMENINO,MURILLO,LA PAZ,COCEINF,PRIVADA,29
6845028,MASCULINO,MURILLO,LA PAZ,UNIDADAD EDUCATIVA LA PAZ,FISCAL,39
6845389,FEMENINO,MURILLO,LA PAZ,ELISA DE BALLIVIAN (EPDB),CONVENIO,42
6845534,MASCULINO,MURILLO,LA PAZ,SIMON BOLIVAR,FISCAL,35
6845625,MASCULINO,MURILLO,LA PAZ,FELIPE SEGUNDO GUZMAN,FISCAL,41
6845666,MASCULINO,MURILLO,LA PAZ,SAN JAVIER DE FE Y ALEGRIA,FISCAL,36
6845690,FEMENINO,MURILLO,LA PAZ,COCEINF,PRIVADA,35
6845791,FEMENINO,MURILLO,LA PAZ,RVDO.PADRE ESTEBAN BERTOLUSSO,PRIVADA,33
6845869,FEMENINO,MURILLO,LA PAZ,JUAN FEDERICO ZUAZO,FISCAL,38
6845909,MASCULINO,MURILLO,LA PAZ,SAN JORGE I,PRIVADA,33
6846067,MASCULINO,MURILLO,LA PAZ,COLEGIO ANGELUS MARITAINE,PRIVADA,34
6846324,MASCULINO,MURILLO,LA PAZ,DOMINGO FAUSTINO SARMIENTO,FISCAL,39
6846410,MASCULINO,MURILLO,LA PAZ,SIMON BOLIVAR,FISCAL,35
6846424,MASCULINO,MURILLO,LA PAZ,MAX VALDIVIA E.P.D.B.,CONVENIO,32
6846678,FEMENINO,MURILLO,LA PAZ,LICEO LA PAZ,FISCAL,29
6847098,FEMENINO,MURILLO,LA PAZ,MAYOR DE SAN GENARO,PRIVADA,32
6847107,FEMENINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA VENEZUELA C,FISCAL,35
